employee_id,department,date,day_of_week,month,hours_reported,is_fraud,fraud_type,global_mean,global_std,z_score,dept_percentile
EMP-029,Sales,2024-01-15,Monday,January,8.17,False,,7.8636923076923075,1.025678930724726,0.29863896306348126,0.556923076923077
EMP-029,Sales,2024-01-16,Tuesday,January,7.98,False,,7.8636923076923075,1.025678930724726,0.11339580917930331,0.48653846153846153
EMP-029,Sales,2024-01-17,Wednesday,January,7.43,False,,7.8636923076923075,1.025678930724726,-0.42283437311700334,0.3007692307692308
EMP-029,Sales,2024-01-18,Thursday,January,10.01,False,,7.8636923076923075,1.025678930724726,2.0925726638365774,0.9315384615384615
EMP-029,Sales,2024-01-19,Friday,January,8.07,False,,7.8636923076923075,1.025678930724726,0.20114256628233504,0.5219230769230769
EMP-029,Sales,2024-01-22,Monday,January,7.08,False,,7.8636923076923075,1.025678930724726,-0.7640717618510159,0.19807692307692307
EMP-029,Sales,2024-01-23,Tuesday,January,6.53,False,,7.8636923076923075,1.025678930724726,-1.3003019441473216,0.08538461538461538
EMP-029,Sales,2024-01-24,Wednesday,January,6.78,False,,7.8636923076923075,1.025678930724726,-1.0565609521944552,0.125
EMP-029,Sales,2024-01-25,Thursday,January,7.11,False,,7.8636923076923075,1.025678930724726,-0.7348228428166717,0.20615384615384616
EMP-029,Sales,2024-01-26,Friday,January,6.81,False,,7.8636923076923075,1.025678930724726,-1.027312033160112,0.1346153846153846
EMP-029,Sales,2024-01-29,Monday,January,6.91,False,,7.8636923076923075,1.025678930724726,-0.9298156363789649,0.15846153846153846
EMP-029,Sales,2024-01-30,Tuesday,January,7.23,False,,7.8636923076923075,1.025678930724726,-0.6178271666792957,0.24653846153846154
EMP-029,Sales,2024-01-31,Wednesday,January,6.86,False,,7.8636923076923075,1.025678930724726,-0.978563834769538,0.14846153846153845
EMP-023,Finance,2024-01-01,Monday,January,8.76,False,,8.006692307692306,0.617807311047531,1.2193246645631517,0.9164835164835164
EMP-023,Finance,2024-01-02,Tuesday,January,7.16,False,,8.006692307692306,0.617807311047531,-1.3704795857088297,0.0989010989010989
EMP-023,Finance,2024-01-03,Wednesday,January,8.04,False,,8.006692307692306,0.617807311047531,0.05391275194075873,0.5423076923076923
EMP-023,Finance,2024-01-04,Thursday,January,7.86,False,,8.006692307692306,0.617807311047531,-0.23744022621483735,0.42142857142857143
EMP-023,Finance,2024-01-05,Friday,January,9.26,False,,8.006692307692306,0.617807311047531,2.028638492773146,0.9923076923076923
EMP-023,Finance,2024-01-08,Monday,January,7.27,False,,8.006692307692306,0.617807311047531,-1.192430543502632,0.13296703296703297
EMP-023,Finance,2024-01-09,Tuesday,January,7.84,False,,8.006692307692306,0.617807311047531,-0.2698127793432379,0.40274725274725276
EMP-023,Finance,2024-01-10,Wednesday,January,9.12,False,,8.006692307692306,0.617807311047531,1.8020306208743466,0.9813186813186813
EMP-023,Finance,2024-01-11,Thursday,January,8.66,False,,8.006692307692306,0.617807311047531,1.0574618989211533,0.8851648351648351
EMP-023,Finance,2024-01-12,Friday,January,8.54,False,,8.006692307692306,0.617807311047531,0.863226580150753,0.8379120879120879
EMP-023,Finance,2024-01-15,Monday,January,7.61,False,,8.006692307692306,0.617807311047531,-0.6420971403198346,0.28296703296703296
EMP-023,Finance,2024-01-16,Tuesday,January,7.43,False,,8.006692307692306,0.617807311047531,-0.9334501184754335,0.1967032967032967
EMP-023,Finance,2024-01-17,Wednesday,January,8.26,False,,8.006692307692306,0.617807311047531,0.41001083635315727,0.695054945054945
EMP-023,Finance,2024-01-18,Thursday,January,8.88,False,,8.006692307692306,0.617807311047531,1.413559983333552,0.939010989010989
EMP-023,Finance,2024-01-19,Friday,January,8.09,False,,8.006692307692306,0.617807311047531,0.1348441347617593,0.5791208791208792
EMP-023,Finance,2024-01-22,Monday,January,8.11,False,,8.006692307692306,0.617807311047531,0.1672166878901584,0.5934065934065934
EMP-023,Finance,2024-01-23,Tuesday,January,7.65,False,,8.006692307692306,0.617807311047531,-0.5773520340630349,0.3027472527472527
EMP-023,Finance,2024-01-24,Wednesday,January,8.44,False,,8.006692307692306,0.617807311047531,0.7013638145087547,0.7912087912087912
EMP-023,Finance,2024-01-25,Thursday,January,7.47,False,,8.006692307692306,0.617807311047531,-0.8687050122186338,0.21978021978021978
EMP-023,Finance,2024-01-26,Friday,January,7.73,False,,8.006692307692306,0.617807311047531,-0.4478618215494357,0.33901098901098903
EMP-023,Finance,2024-01-29,Monday,January,7.89,False,,8.006692307692306,0.617807311047531,-0.1888813965222387,0.4461538461538462
EMP-023,Finance,2024-01-30,Tuesday,January,8.01,False,,8.006692307692306,0.617807311047531,0.0053539222481601015,0.5192307692307693
EMP-023,Finance,2024-01-31,Wednesday,January,7.58,False,,8.006692307692306,0.617807311047531,-0.6906559700124346,0.2653846153846154
EMP-009,Engineering,2024-01-01,Monday,January,7.24,True,gradual_increase,9.424615384615384,1.1596324958118747,-1.8838859660326306,0.09794871794871794
EMP-009,Engineering,2024-01-02,Tuesday,January,8.42,True,gradual_increase,9.424615384615384,1.1596324958118747,-0.8663222083234561,0.553076923076923
EMP-009,Engineering,2024-01-03,Wednesday,January,7.75,True,gradual_increase,9.424615384615384,1.1596324958118747,-1.4440914605820552,0.25256410256410255
EMP-009,Engineering,2024-01-04,Thursday,January,8.36,True,gradual_increase,9.424615384615384,1.1596324958118747,-0.9180627383764655,0.5294871794871795
EMP-009,Engineering,2024-01-05,Friday,January,7.39,True,gradual_increase,9.424615384615384,1.1596324958118747,-1.7545346409001088,0.13974358974358975
EMP-009,Engineering,2024-01-08,Monday,January,8.16,True,gradual_increase,9.424615384615384,1.1596324958118747,-1.0905311718864945,0.42846153846153845
EMP-009,Engineering,2024-01-09,Tuesday,January,8.27,True,gradual_increase,9.424615384615384,1.1596324958118747,-0.9956735334559786,0.48512820512820515
EMP-009,Engineering,2024-01-10,Wednesday,January,6.9,True,gradual_increase,9.424615384615384,1.1596324958118747,-2.177082302999681,0.0441025641025641
EMP-009,Engineering,2024-01-11,Thursday,January,7.86,True,gradual_increase,9.424615384615384,1.1596324958118747,-1.3492338221515388,0.3028205128205128
EMP-009,Engineering,2024-01-12,Friday,January,7.32,True,gradual_increase,9.424615384615384,1.1596324958118747,-1.8148985926286187,0.12
EMP-009,Engineering,2024-01-15,Monday,January,6.98,True,gradual_increase,9.424615384615384,1.1596324958118747,-2.108094929595669,0.05564102564102564
EMP-009,Engineering,2024-01-16,Tuesday,January,10.06,True,gradual_increase,9.424615384615384,1.1596324958118747,0.5479189464587872,0.9212820512820513
EMP-009,Engineering,2024-01-17,Wednesday,January,7.83,True,gradual_increase,9.424615384615384,1.1596324958118747,-1.3751040871780433,0.28615384615384615
EMP-009,Engineering,2024-01-18,Thursday,January,8.9,True,gradual_increase,9.424615384615384,1.1596324958118747,-0.4523979678993847,0.7117948717948718
EMP-009,Engineering,2024-01-19,Friday,January,7.67,True,gradual_increase,9.424615384615384,1.1596324958118747,-1.5130788339860672,0.2282051282051282
EMP-009,Engineering,2024-01-22,Monday,January,8.58,True,gradual_increase,9.424615384615384,1.1596324958118747,-0.7283474615154323,0.6058974358974359
EMP-009,Engineering,2024-01-23,Tuesday,January,8.77,True,gradual_increase,9.424615384615384,1.1596324958118747,-0.5645024496809046,0.6717948717948717
EMP-009,Engineering,2024-01-24,Wednesday,January,8.39,True,gradual_increase,9.424615384615384,1.1596324958118747,-0.89219247334996,0.5405128205128205
EMP-009,Engineering,2024-01-25,Thursday,January,8.14,True,gradual_increase,9.424615384615384,1.1596324958118747,-1.107778015237497,0.41846153846153844
EMP-009,Engineering,2024-01-26,Friday,January,8.02,True,gradual_increase,9.424615384615384,1.1596324958118747,-1.2112590753435157,0.36666666666666664
EMP-009,Engineering,2024-01-29,Monday,January,7.89,True,gradual_increase,9.424615384615384,1.1596324958118747,-1.3233635571250348,0.3182051282051282
EMP-009,Engineering,2024-01-30,Tuesday,January,9.38,True,gradual_increase,9.424615384615384,1.1596324958118747,-0.03847372747531324,0.8335897435897436
EMP-009,Engineering,2024-01-31,Wednesday,January,8.97,True,gradual_increase,9.424615384615384,1.1596324958118747,-0.3920340161708741,0.7353846153846154
EMP-022,Operations,2024-01-01,Monday,January,10.13,False,,8.436538461538461,0.862563074011853,1.9632900937726308,0.9707692307692307
EMP-022,Operations,2024-01-02,Tuesday,January,7.46,False,,8.436538461538461,0.862563074011853,-1.1321357138516253,0.10423076923076922
EMP-022,Operations,2024-01-03,Wednesday,January,9.05,False,,8.436538461538461,0.862563074011853,0.7112077446212467,0.7203846153846154
EMP-022,Operations,2024-01-04,Thursday,January,9.89,False,,8.436538461538461,0.862563074011853,1.6850495717389897,0.9146153846153846
EMP-022,Operations,2024-01-05,Friday,January,7.68,False,,8.436538461538461,0.862563074011853,-0.8770819019874546,0.15423076923076923
EMP-022,Operations,2024-01-08,Monday,January,7.15,False,,8.436538461538461,0.862563074011853,-1.491529721478411,0.05923076923076923
EMP-022,Operations,2024-01-09,Tuesday,January,9.08,False,,8.436538461538461,0.862563074011853,0.745987809875451,0.7342307692307692
EMP-022,Operations,2024-01-10,Wednesday,January,8.67,False,,8.436538461538461,0.862563074011853,0.27066025140131433,0.5438461538461539
EMP-022,Operations,2024-01-11,Thursday,January,9.4,False,,8.436538461538461,0.862563074011853,1.1169751725869725,0.8261538461538461
EMP-022,Operations,2024-01-12,Friday,January,7.53,False,,8.436538461538461,0.862563074011853,-1.0509822282584795,0.11884615384615385
EMP-022,Operations,2024-01-15,Monday,January,9.24,False,,8.436538461538461,0.862563074011853,0.9314814912312118,0.7765384615384615
EMP-022,Operations,2024-01-16,Tuesday,January,7.75,False,,8.436538461538461,0.862563074011853,-0.7959284163943091,0.1803846153846154
EMP-022,Operations,2024-01-17,Wednesday,January,7.62,False,,8.436538461538461,0.862563074011853,-0.9466420324958644,0.13653846153846153
EMP-022,Operations,2024-01-18,Thursday,January,7.62,False,,8.436538461538461,0.862563074011853,-0.9466420324958644,0.13653846153846153
EMP-022,Operations,2024-01-19,Friday,January,9.31,False,,8.436538461538461,0.862563074011853,1.0126349768243574,0.8003846153846154
EMP-022,Operations,2024-01-22,Monday,January,8.88,False,,8.436538461538461,0.862563074011853,0.5141207081807511,0.6353846153846154
EMP-022,Operations,2024-01-23,Tuesday,January,8.55,False,,8.436538461538461,0.862563074011853,0.13153999038449476,0.49961538461538463
EMP-022,Operations,2024-01-24,Wednesday,January,8.17,False,,8.436538461538461,0.862563074011853,-0.30900750283543754,0.36538461538461536
EMP-022,Operations,2024-01-25,Thursday,January,9.54,False,,8.436538461538461,0.862563074011853,1.2792821437732618,0.8580769230769231
EMP-022,Operations,2024-01-26,Friday,January,8.25,False,,8.436538461538461,0.862563074011853,-0.21626066215755718,0.3976923076923077
EMP-022,Operations,2024-01-29,Monday,January,9.31,False,,8.436538461538461,0.862563074011853,1.0126349768243574,0.8003846153846154
EMP-022,Operations,2024-01-30,Tuesday,January,8.36,False,,8.436538461538461,0.862563074011853,-0.08873375622547243,0.43923076923076926
EMP-022,Operations,2024-01-31,Wednesday,January,8.22,False,,8.436538461538461,0.862563074011853,-0.25104072741176153,0.3853846153846154
EMP-038,Finance,2024-01-01,Monday,January,7.94,False,,7.965999999999999,0.5702462408414442,-0.045594338266279184,0.47692307692307695
EMP-038,Finance,2024-01-02,Tuesday,January,7.69,False,,7.965999999999999,0.5702462408414442,-0.48400143698052045,0.3230769230769231
EMP-038,Finance,2024-01-03,Wednesday,January,8.4,False,,7.965999999999999,0.5702462408414442,0.7610747233679247,0.7763736263736264
EMP-038,Finance,2024-01-04,Thursday,January,8.0,False,,7.965999999999999,0.5702462408414442,0.059623365425138034,0.5131868131868131
EMP-038,Finance,2024-01-05,Friday,January,7.56,False,,7.965999999999999,0.5702462408414442,-0.7119731283119273,0.25659340659340657
EMP-038,Finance,2024-01-08,Monday,January,8.77,False,,7.965999999999999,0.5702462408414442,1.4099172294650004,0.9175824175824175
EMP-038,Finance,2024-01-09,Tuesday,January,7.82,False,,7.965999999999999,0.5702462408414442,-0.2560297456491152,0.3934065934065934
EMP-038,Finance,2024-01-10,Wednesday,January,8.07,False,,7.965999999999999,0.5702462408414442,0.1823773530651261,0.5637362637362637
EMP-038,Finance,2024-01-11,Thursday,January,8.79,False,,7.965999999999999,0.5702462408414442,1.4449897973621388,0.9186813186813186
EMP-038,Finance,2024-01-12,Friday,January,8.19,False,,7.965999999999999,0.5702462408414442,0.39281276044796054,0.6489010989010989
EMP-038,Finance,2024-01-15,Monday,January,7.29,False,,7.965999999999999,0.5702462408414442,-1.1854527949233071,0.13901098901098902
EMP-038,Finance,2024-01-16,Tuesday,January,8.93,False,,7.965999999999999,0.5702462408414442,1.690497772642115,0.945054945054945
EMP-038,Finance,2024-01-17,Wednesday,January,8.2,False,,7.965999999999999,0.5702462408414442,0.4103490443965298,0.6565934065934066
EMP-038,Finance,2024-01-18,Thursday,January,7.74,False,,7.965999999999999,0.5702462408414442,-0.3963200172376725,0.34505494505494505
EMP-038,Finance,2024-01-19,Friday,January,7.35,False,,7.965999999999999,0.5702462408414442,-1.0802350912318899,0.16373626373626374
EMP-038,Finance,2024-01-22,Monday,January,8.49,False,,7.965999999999999,0.5702462408414442,0.9189012789050512,0.8126373626373626
EMP-038,Finance,2024-01-23,Tuesday,January,8.18,False,,7.965999999999999,0.5702462408414442,0.3752764764993912,0.6395604395604395
EMP-038,Finance,2024-01-24,Wednesday,January,8.05,False,,7.965999999999999,0.5702462408414442,0.14730478516798753,0.55
EMP-038,Finance,2024-01-25,Thursday,January,8.75,False,,7.965999999999999,0.5702462408414442,1.3748446615678618,0.9137362637362637
EMP-038,Finance,2024-01-26,Friday,January,8.48,False,,7.965999999999999,0.5702462408414442,0.901364994956482,0.8076923076923077
EMP-038,Finance,2024-01-29,Monday,January,7.38,False,,7.965999999999999,0.5702462408414442,-1.0276262393861804,0.17472527472527472
EMP-038,Finance,2024-01-30,Tuesday,January,7.71,False,,7.965999999999999,0.5702462408414442,-0.44892886908338187,0.3335164835164835
EMP-038,Finance,2024-01-31,Wednesday,January,7.59,False,,7.965999999999999,0.5702462408414442,-0.6593642764662179,0.2714285714285714
EMP-012,Engineering,2024-01-01,Monday,January,8.72,False,,8.118615384615385,0.7777942912180582,0.7731923751237905,0.6525641025641026
EMP-012,Engineering,2024-01-02,Tuesday,January,6.74,False,,8.118615384615385,0.7777942912180582,-1.772467862236962,0.025897435897435896
EMP-012,Engineering,2024-01-03,Wednesday,January,8.34,False,,8.118615384615385,0.7777942912180582,0.2846313194686957,0.5182051282051282
EMP-012,Engineering,2024-01-04,Thursday,January,8.77,False,,8.118615384615385,0.7777942912180582,0.837476724552091,0.6717948717948717
EMP-012,Engineering,2024-01-05,Friday,January,9.13,False,,8.118615384615385,0.7777942912180582,1.3003240404358656,0.7807692307692308
EMP-012,Engineering,2024-01-08,Monday,January,7.87,False,,8.118615384615385,0.7777942912180582,-0.3196415651573411,0.30948717948717946
EMP-012,Engineering,2024-01-09,Tuesday,January,8.94,False,,8.118615384615385,0.7777942912180582,1.056043512608317,0.7258974358974359
EMP-012,Engineering,2024-01-10,Wednesday,January,7.22,False,,8.118615384615385,0.7777942912180582,-1.1553381077252654,0.09461538461538462
EMP-012,Engineering,2024-01-11,Thursday,January,9.02,False,,8.118615384615385,0.7777942912180582,1.1588984716936002,0.7456410256410256
EMP-012,Engineering,2024-01-12,Friday,January,7.29,False,,8.118615384615385,0.7777942912180582,-1.0653400185256423,0.11205128205128205
EMP-012,Engineering,2024-01-15,Monday,January,7.99,False,,8.118615384615385,0.7777942912180582,-0.16535912652941662,0.3558974358974359
EMP-012,Engineering,2024-01-16,Tuesday,January,8.87,False,,8.118615384615385,0.7777942912180582,0.9660454234086941,0.7012820512820512
EMP-012,Engineering,2024-01-17,Wednesday,January,7.37,False,,8.118615384615385,0.7777942912180582,-0.9624850594403593,0.13487179487179488
EMP-012,Engineering,2024-01-18,Thursday,January,7.61,False,,8.118615384615385,0.7777942912180582,-0.6539201821845103,0.20282051282051283
EMP-012,Engineering,2024-01-19,Friday,January,8.67,False,,8.118615384615385,0.7777942912180582,0.7089080256954878,0.638974358974359
EMP-012,Engineering,2024-01-22,Monday,January,8.67,False,,8.118615384615385,0.7777942912180582,0.7089080256954878,0.638974358974359
EMP-012,Engineering,2024-01-23,Tuesday,January,8.49,False,,8.118615384615385,0.7777942912180582,0.4774843677536016,0.5784615384615385
EMP-012,Engineering,2024-01-24,Wednesday,January,8.61,False,,8.118615384615385,0.7777942912180582,0.6317668063815249,0.6205128205128205
EMP-012,Engineering,2024-01-25,Thursday,January,8.29,False,,8.118615384615385,0.7777942912180582,0.22034697004039294,0.49615384615384617
EMP-012,Engineering,2024-01-26,Friday,January,7.66,False,,8.118615384615385,0.7777942912180582,-0.5896358327562087,0.22435897435897437
EMP-012,Engineering,2024-01-29,Monday,January,7.88,False,,8.118615384615385,0.7777942912180582,-0.306784695271681,0.31461538461538463
EMP-012,Engineering,2024-01-30,Tuesday,January,7.47,False,,8.118615384615385,0.7777942912180582,-0.8339163605837562,0.16256410256410256
EMP-012,Engineering,2024-01-31,Wednesday,January,9.27,False,,8.118615384615385,0.7777942912180582,1.4803202188351092,0.8135897435897436
EMP-034,Sales,2024-01-01,Monday,January,8.01,False,,7.860307692307693,1.0061985706143004,0.14877014544049447,0.4969230769230769
EMP-034,Sales,2024-01-02,Tuesday,January,7.55,False,,7.860307692307693,1.0061985706143004,-0.30839607744448,0.3415384615384615
EMP-034,Sales,2024-01-03,Wednesday,January,7.7,False,,7.860307692307693,1.0061985706143004,-0.15932013519937924,0.39653846153846156
EMP-034,Sales,2024-01-04,Thursday,January,9.42,False,,7.860307692307693,1.0061985706143004,1.5500840025444382,0.8738461538461538
EMP-034,Sales,2024-01-05,Friday,January,6.78,False,,7.860307692307693,1.0061985706143004,-1.0736525809693283,0.125
EMP-034,Sales,2024-01-08,Monday,January,8.02,False,,7.860307692307693,1.0061985706143004,0.15870854159016762,0.5007692307692307
EMP-034,Sales,2024-01-09,Tuesday,January,7.81,False,,7.860307692307693,1.0061985706143004,-0.04999777755297287,0.43153846153846154
EMP-034,Sales,2024-01-10,Wednesday,January,8.08,False,,7.860307692307693,1.0061985706143004,0.21833891848820827,0.5269230769230769
EMP-034,Sales,2024-01-11,Thursday,January,5.71,False,,7.860307692307693,1.0061985706143004,-2.1370609689843776,0.01423076923076923
EMP-034,Sales,2024-01-12,Friday,January,8.94,False,,7.860307692307693,1.0061985706143004,1.0730409873601165,0.7723076923076924
EMP-034,Sales,2024-01-15,Monday,January,9.29,False,,7.860307692307693,1.0061985706143004,1.4208848525986837,0.8480769230769231
EMP-034,Sales,2024-01-16,Tuesday,January,7.96,False,,7.860307692307693,1.0061985706143004,0.09907816469212787,0.47884615384615387
EMP-034,Sales,2024-01-17,Wednesday,January,8.31,False,,7.860307692307693,1.0061985706143004,0.44692202993069596,0.615
EMP-034,Sales,2024-01-18,Thursday,January,9.22,False,,7.860307692307693,1.0061985706143004,1.3513160795509718,0.8342307692307692
EMP-034,Sales,2024-01-19,Friday,January,8.35,False,,7.860307692307693,1.0061985706143004,0.4866756145293885,0.6265384615384615
EMP-034,Sales,2024-01-22,Monday,January,6.77,False,,7.860307692307693,1.0061985706143004,-1.0835909771190022,0.12038461538461538
EMP-034,Sales,2024-01-23,Tuesday,January,7.99,False,,7.860307692307693,1.0061985706143004,0.1288933531411482,0.49153846153846154
EMP-034,Sales,2024-01-24,Wednesday,January,8.07,False,,7.860307692307693,1.0061985706143004,0.20840052233853512,0.5219230769230769
EMP-034,Sales,2024-01-25,Thursday,January,7.61,False,,7.860307692307693,1.0061985706143004,-0.24876570054643932,0.3638461538461538
EMP-034,Sales,2024-01-26,Friday,January,8.43,False,,7.860307692307693,1.0061985706143004,0.5661827837267754,0.6511538461538462
EMP-034,Sales,2024-01-29,Monday,January,9.31,False,,7.860307692307693,1.0061985706143004,1.4407616448980318,0.8507692307692307
EMP-034,Sales,2024-01-30,Tuesday,January,9.24,False,,7.860307692307693,1.0061985706143004,1.371192871850318,0.8373076923076923
EMP-034,Sales,2024-01-31,Wednesday,January,7.68,False,,7.860307692307693,1.0061985706143004,-0.17919692749872643,0.3853846153846154
EMP-011,Finance,2024-01-01,Monday,January,7.27,False,,7.916769230769232,0.5644881270297393,-1.1457623283813692,0.13296703296703297
EMP-011,Finance,2024-01-02,Tuesday,January,9.3,False,,7.916769230769232,0.5644881270297393,2.450416054823232,0.9961538461538462
EMP-011,Finance,2024-01-03,Wednesday,January,8.59,False,,7.916769230769232,0.5644881270297393,1.192639378924085,0.8598901098901099
EMP-011,Finance,2024-01-04,Thursday,January,7.31,False,,7.916769230769232,0.5644881270297393,-1.074901670584234,0.1445054945054945
EMP-011,Finance,2024-01-05,Friday,January,8.85,False,,7.916769230769232,0.5644881270297393,1.6532336546054618,0.9335164835164835
EMP-011,Finance,2024-01-08,Monday,January,8.68,False,,7.916769230769232,0.5644881270297393,1.3520758589676383,0.8901098901098901
EMP-011,Finance,2024-01-09,Tuesday,January,8.03,False,,7.916769230769232,0.5644881270297393,0.2005901697641947,0.532967032967033
EMP-011,Finance,2024-01-10,Wednesday,January,8.14,False,,7.916769230769232,0.5644881270297393,0.39545697870631796,0.6170329670329671
EMP-011,Finance,2024-01-11,Thursday,January,7.85,False,,7.916769230769232,0.5644881270297393,-0.11828279032291211,0.4104395604395604
EMP-011,Finance,2024-01-12,Friday,January,7.04,False,,7.916769230769232,0.5644881270297393,-1.5532111107148943,0.053296703296703295
EMP-011,Finance,2024-01-15,Monday,January,7.74,False,,7.916769230769232,0.5644881270297393,-0.3131495992650322,0.34505494505494505
EMP-011,Finance,2024-01-16,Tuesday,January,8.51,False,,7.916769230769232,0.5644881270297393,1.050918063329815,0.8258241758241758
EMP-011,Finance,2024-01-17,Wednesday,January,6.44,False,,7.916769230769232,0.5644881270297393,-2.616120977671918,0.0032967032967032967
EMP-011,Finance,2024-01-18,Thursday,January,7.74,False,,7.916769230769232,0.5644881270297393,-0.3131495992650322,0.34505494505494505
EMP-011,Finance,2024-01-19,Friday,January,7.85,False,,7.916769230769232,0.5644881270297393,-0.11828279032291211,0.4104395604395604
EMP-011,Finance,2024-01-22,Monday,January,8.06,False,,7.916769230769232,0.5644881270297393,0.2537356631120479,0.5565934065934066
EMP-011,Finance,2024-01-23,Tuesday,January,8.84,False,,7.916769230769232,0.5644881270297393,1.6355184901561783,0.9313186813186813
EMP-011,Finance,2024-01-24,Wednesday,January,7.76,False,,7.916769230769232,0.5644881270297393,-0.2777192703664655,0.3521978021978022
EMP-011,Finance,2024-01-25,Thursday,January,7.76,False,,7.916769230769232,0.5644881270297393,-0.2777192703664655,0.3521978021978022
EMP-011,Finance,2024-01-26,Friday,January,8.38,False,,7.916769230769232,0.5644881270297393,0.820620925489128,0.765934065934066
EMP-011,Finance,2024-01-29,Monday,January,7.93,False,,7.916769230769232,0.5644881270297393,0.023438525271357924,0.47087912087912087
EMP-011,Finance,2024-01-30,Tuesday,January,7.55,False,,7.916769230769232,0.5644881270297393,-0.6497377238014239,0.2510989010989011
EMP-011,Finance,2024-01-31,Wednesday,January,7.93,False,,7.916769230769232,0.5644881270297393,0.023438525271357924,0.47087912087912087
EMP-047,Engineering,2024-01-01,Monday,January,7.34,False,,8.253769230769231,0.7738349736783521,-1.1808321694556076,0.12512820512820513
EMP-047,Engineering,2024-01-02,Tuesday,January,7.46,False,,8.253769230769231,0.7738349736783521,-1.025760346545367,0.16025641025641027
EMP-047,Engineering,2024-01-03,Wednesday,January,8.2,False,,8.253769230769231,0.7738349736783521,-0.06948410526555181,0.4494871794871795
EMP-047,Engineering,2024-01-04,Thursday,January,8.04,False,,8.253769230769231,0.7738349736783521,-0.2762465358125393,0.3771794871794872
EMP-047,Engineering,2024-01-05,Friday,January,9.3,False,,8.253769230769231,0.7738349736783521,1.3520076047449876,0.8220512820512821
EMP-047,Engineering,2024-01-08,Monday,January,7.92,False,,8.253769230769231,0.7738349736783521,-0.43131835872277874,0.33
EMP-047,Engineering,2024-01-09,Tuesday,January,8.36,False,,8.253769230769231,0.7738349736783521,0.13727832528143566,0.5294871794871795
EMP-047,Engineering,2024-01-10,Wednesday,January,8.47,False,,8.253769230769231,0.7738349736783521,0.279427496282491,0.5707692307692308
EMP-047,Engineering,2024-01-11,Thursday,January,6.42,False,,8.253769230769231,0.7738349736783521,-2.3697161451007847,0.010256410256410256
EMP-047,Engineering,2024-01-12,Friday,January,8.54,False,,8.253769230769231,0.7738349736783521,0.369886059646796,0.5941025641025641
EMP-047,Engineering,2024-01-15,Monday,January,7.46,False,,8.253769230769231,0.7738349736783521,-1.025760346545367,0.16025641025641027
EMP-047,Engineering,2024-01-16,Tuesday,January,9.61,False,,8.253769230769231,0.7738349736783521,1.7526098139297737,0.8728205128205129
EMP-047,Engineering,2024-01-17,Wednesday,January,7.37,False,,8.253769230769231,0.7738349736783521,-1.1420642137280472,0.13487179487179488
EMP-047,Engineering,2024-01-18,Thursday,January,8.03,False,,8.253769230769231,0.7738349736783521,-0.2891691877217257,0.3723076923076923
EMP-047,Engineering,2024-01-19,Friday,January,7.1,False,,8.253769230769231,0.7738349736783521,-1.4909758152760888,0.07641025641025641
EMP-047,Engineering,2024-01-22,Monday,January,10.39,False,,8.253769230769231,0.7738349736783521,2.760576662846338,0.9433333333333334
EMP-047,Engineering,2024-01-23,Tuesday,January,8.2,False,,8.253769230769231,0.7738349736783521,-0.06948410526555181,0.4494871794871795
EMP-047,Engineering,2024-01-24,Wednesday,January,8.39,False,,8.253769230769231,0.7738349736783521,0.17604628100899725,0.5405128205128205
EMP-047,Engineering,2024-01-25,Thursday,January,7.0,False,,8.253769230769231,0.7738349736783521,-1.6202023343679555,0.05820512820512821
EMP-047,Engineering,2024-01-26,Friday,January,8.74,False,,8.253769230769231,0.7738349736783521,0.6283390978305314,0.66
EMP-047,Engineering,2024-01-29,Monday,January,7.55,False,,8.253769230769231,0.7738349736783521,-0.9094564793626869,0.1858974358974359
EMP-047,Engineering,2024-01-30,Tuesday,January,9.22,False,,8.253769230769231,0.7738349736783521,1.2486263894714937,0.8033333333333333
EMP-047,Engineering,2024-01-31,Wednesday,January,7.54,False,,8.253769230769231,0.7738349736783521,-0.9223791312718733,0.18102564102564103
EMP-030,Finance,2024-01-01,Monday,January,7.47,False,,7.948076923076923,0.5801685082051076,-0.8240311501152835,0.21978021978021978
EMP-030,Finance,2024-01-02,Tuesday,January,6.92,False,,7.948076923076923,0.5801685082051076,-1.7720315883010076,0.038461538461538464
EMP-030,Finance,2024-01-03,Wednesday,January,7.96,False,,7.948076923076923,0.5801685082051076,0.020551058450180425,0.4879120879120879
EMP-030,Finance,2024-01-04,Thursday,January,8.1,False,,7.948076923076923,0.5801685082051076,0.2618602608974552,0.5873626373626374
EMP-030,Finance,2024-01-05,Friday,January,7.09,False,,7.948076923076923,0.5801685082051076,-1.479013271043602,0.06758241758241758
EMP-030,Finance,2024-01-08,Monday,January,8.45,False,,7.948076923076923,0.5801685082051076,0.8651332670156427,0.7967032967032966
EMP-030,Finance,2024-01-09,Tuesday,January,7.93,False,,7.948076923076923,0.5801685082051076,-0.031158056359950424,0.47087912087912087
EMP-030,Finance,2024-01-10,Wednesday,January,8.04,False,,7.948076923076923,0.5801685082051076,0.15844203127719347,0.5423076923076923
EMP-030,Finance,2024-01-11,Thursday,January,7.91,False,,7.948076923076923,0.5801685082051076,-0.0656307995667033,0.4604395604395604
EMP-030,Finance,2024-01-12,Friday,January,7.85,False,,7.948076923076923,0.5801685082051076,-0.169049029186965,0.4104395604395604
EMP-030,Finance,2024-01-15,Monday,January,8.09,False,,7.948076923076923,0.5801685082051076,0.24462388929407872,0.5791208791208792
